id;user_id;hotel_id;hotel_name;hotel_stars;city_tax;address;begin_date;end_date;price_per_night;includes_breakfast;room_details;rating;comment
Book0000023216;RafaeGarcia-Leal;;Omonia Square Suites;2;2;1003 Omonoia Square, Athens;2022/04/04;2022/04/08;120;false;Amenities: Coffee Maker;1;Comfy beds and pillows.
Book0000023224;DiCorreia450;HTL1005;Monastiraki Market Hotel;3;-4;1005 Athinas, Athens;2022/04/04;2022/04/08;180;true;Amenities: TV;3;Quiet and peaceful ambiance.
Book0000023298;JaiValente1852;HTL1504;Munich Lakeside Resort;4;3;204 Am Seeufer, Munich;11:11:38 PM/21/06/2010;2023/01/18;320;true;Occupancy: 1 Guest;1;
Book0000023440;MartPinho;HTL1101;Old Town Square Hotel;-10;1;1101 Staroměstské náměstí, Prague;2021/12/11;2021/12/13;230;true;Room Size: 300 sq ft;3;The breakfast buffet was delicious.
Book0000023489;LauCosta785;HTL401;Canal View Hotel;-5;2;401 Prinsengracht, Amsterdam;2021/04/22;2021/04/25;150;true;Room Type: Deluxe;2;
Book0000023605;CCorreia;HTL902;;4;2;902 Rua da Rosa, Lisbon;2021/05/14;2021/05/16;190;true;Room Type: Family Suite;4;The spa treatments were rejuvenating.
Book0000023699;PilMarques;HTL202;;5;2;202 Plaza de Oriente, Madrid;2022/11/04;2022/11/06;280;true;Number of Beds: 2 Queen Beds;3;
Book0000023710;SPinto531;HTL203;Gran Vía View Hotel;4;2;203 Gran Vía, Madrid;2022/11/04;2022/11/05;210;4.4;Bathroom: Ensuite;1;Staff was friendly and accommodating.
Book0000023722;VRibeiro;HTL203;Gran Vía View Hotel;4;2;203 Gran Vía, Madrid;2022/11/04;2022/11/06;;true;Room Size: 500 sq ft;2;The hotel offered a complimentary shuttle service.
Book0000023762;LeonAraújo;;Old Town Square Hotel;4;1;1101 Staroměstské náměstí, Prague;2022/10/01;2022/10/05;230;true;Number of Beds: 1;1;
;SorSousa1868;HTL1505;Munich Downtown Suites;4;3;205 Zentrumstraße, Munich;2021/02/16;2021/02/18;290;true;Bathroom: Private;4;The rooftop bar has amazing cocktails.
Book0000023918;MAmaral;HTL203;Gran Vía View Hotel;-25;2;203 Gran Vía, Madrid;2021/05/02;2021/05/03;210;true;Bathroom: Bathtub;4;The staff went above and beyond to make us feel welcome.
Book0000023933;CBranco1620;HTL201;Puerta del Sol Hotel;4;2;201 Calle de Alcalá, Madrid;2021/05/03;2021/05/02;180;true;Amenities: TV;1;We had a fantastic stay at this hotel.
Book0000024255;AfoCosta;HTL305;Spanish Steps Plaza Hotel;4;3;;2021/03/22;2021/03/25;210;true;Amenities: Free Wi-Fi;1;
Book0000024259;AlíciRodrigues1752;HTL303;Trevi Fountain Hotel;3;3;;2021/03/22;2021/03/23;160;false;Amenities: Air Conditioning;3;
Book0000024324;WilliEsteves-Marques141;;Gran Vía View Hotel;4;2;203 Gran Vía, Madrid;2022/09/14;2022/09/18;210;true;Bathroom: Bathtub;1;We will definitely return to this hotel.
Book0000024352;FaMiranda1758;HTL204;Retiro Park Inn;3;3.2;204 Calle de Alfonso XII, Madrid;2022/09/14;2022/09/16;150;false;Number of Beds: 1 King Bed;1;A cozy and charming hotel.
Book0000024355;HenriqSousa;HTL203;Gran Vía View Hotel;4;2;203 Gran Vía, Madrid;05:18:49 AM/16/02/2001;2022/09/17;210;true;Room Size: 300 sq ft;4;Comfy beds and pillows.
;NCorreia875;HTL1604;Warsaw Riverside Inn;4;4;304 Nad Wisłą, Warsaw;2022/01/09;2022/01/13;320;true;Occupancy: 3 Guests;4;Great place to unwind after a busy day.
Book0000024507;JúlGarcia1777;HTL105;Champs-Élysées Plaza Hotel;5;-4;105 Avenue des Champs-Élysées, Paris;2022/09/04;2022/09/08;350;true;Amenities: Coffee Maker;3;
Book0000024566;FePacheco;HTL201;Puerta del Sol Hotel;4;2;201 Calle de Alcalá, Madrid;2021/06/09;2021/06/07;180;true;Amenities: TV;1;Beautiful views from our room.
Book0000024578;MatCorreia;HTL203;Gran Vía View Hotel;4;2;;2021/06/07;2021/06/09;210;true;Amenities: Air Conditioning;4;The staff went above and beyond to make us feel welcome.
;AntBatista277;HTL303;Trevi Fountain Hotel;3;3;303 Piazza di Trevi, Rome;2022/04/20;2022/04/23;160;false;Occupancy: 2 Guests;1;
Book0000024657;GBaptista;HTL303;Trevi Fountain Hotel;3;-25;303 Piazza di Trevi, Rome;2022/04/20;2022/04/23;160;false;Amenities: TV;2;The room was spacious and clean.
;FSimões;HTL305;Spanish Steps Plaza Hotel;4;3;305 Piazza di Spagna, Rome;2023/02/17;2023/02/19;210;true;Amenities: Free Wi-Fi;1;
;ViceCruz-Andrade1988;HTL1404;Spree Riverfront Hotel;4;3;1404 Schiffbauerdamm, Berlin;2022/03/18;2022/03/22;200;true;Room Size: 500 sq ft;3;The hotel restaurant had a diverse menu.
Book0000024857;PilaCruz1158;HTL1005;Monastiraki Market Hotel;3;2;;2021/01/05;2021/01/08;180;TRUE;Room Size: 700 sq ft;3;Comfy beds and pillows.
;EduaSilva;HTL1001;Acropolis View Hotel;4;2;1001 Dionysiou Areopagitou, Athens;2021/01/05;2021/01/08;220;true;Amenities: Coffee Maker;1;Great place to stay for business travelers.
Book0000024955;MicaePinho596;HTL1405;Kurfürstendamm Plaza Hotel;3.2;3;1405 Kurfürstendamm, Berlin;2023/03/19;2023/03/22;230;true;Room Type: Executive Suite;4;
Book0000024964;PMelo90;HTL1402;Alexanderplatz Suites;3;3;1402 Alexanderplatz, Berlin;10/03/2009;2022/07/10;160;false;Amenities: TV;3;
Book0000025061;NádCunha;HTL1205;Sörnäinen Waterfront Inn;3;5.5;1205 Sörnäisten rantatie, Helsinki;2021/04/18;2021/04/21;160;true;Room Size: 400 sq ft;4;Impressive lobby and amenities.
Book0000025145;ICastro;HTL204;Retiro Park Inn;3;2;;2022/05/02;2022/05/05;150;false;Number of Beds: 2 Queen Beds;1;
Book0000025155;CarlotPires895;HTL201;Puerta del Sol Hotel;4;2;201 Calle de Alcalá, Madrid;2022/05/03;2022/05/02;180;true;Room Size: 700 sq ft;3;Excellent housekeeping service.
Book0000025287;EduardSá1145;HTL502;Gothic Quarter Inn;3;2;502 Carrer de la Ciutat, Barcelona;2022/11/14;2022/11/10;150;false;View: Garden View;2;Delicious room service meals.
Book0000025398;JoFernandes1667;;Nørrebro Boutique Hotel;3;3;303 Nørrebrogade, Copenhagen;2023/04/20;2023/04/23;160;false;Room Size: 500 sq ft;1;
Book0000025417;EriAraújo;HTL201;Puerta del Sol Hotel;4;2;201 Calle de Alcalá, Madrid;2022|10|12;2022/10/14;180;true;Number of Beds: 2;3;
Book0000025435;CésBorges;HTL201;;4;2;201 Calle de Alcalá, Madrid;2022/10/12;2022/10/15;180;true;Amenities: Coffee Maker;4;
Book0000025461;TaGarcia1707;;Puerta del Sol Hotel;4;2;201 Calle de Alcalá, Madrid;2022/10/12;2022/10/16;180;true;Amenities: Mini Fridge;2;We had a memorable experience at this hotel.
Book0000025465;AnDomingues;;Royal Palace Suites;5;2;202 Plaza de Oriente, Madrid;2022/10/12;2022/10/16;280;true;Room Type: Deluxe;2;Great hotel, excellent service!
Book0000025478;AleBatista1683;HTL603;Stephansplatz Inn;3.2;4;603 Stephansplatz, Vienna;2022/09/17;2022/09/19;150;false;Number of Beds: 2 Queen Beds;2;Great place to stay for business travelers.
Book0000025587;SMorais;HTL901;Alfama District Hotel;3;2;901 Rua dos Bacalhoeiros, Lisbon;2022/11/15;2022/11/16;120;-10;Number of Beds: 2 Double Beds;4;Easy access to tourist attractions.
Book0000025614;BTeixeira;HTL902;Bairro Alto Suites;4;-25;902 Rua da Rosa, Lisbon;2022/11/15;2022/11/19;190;true;Room Size: 400 sq ft;1;Good value for the price.
Book0000025702;LarMaia;;Belvedere Palace Suites;5;4;602 Prinz Eugen-Straße, Vienna;2022/06/16;2022/06/20;280;true;Occupancy: 3 Guests;1;The concierge provided helpful recommendations.
Book0000025829;NelAmaral1696;;Spanish Steps Plaza Hotel;4;3;305 Piazza di Spagna, Rome;2021/06/02;2021/06/05;210;true;View: City View;1;
Book0000025885;IsaRamos1491;HTL304;Copenhagen Harbor View Inn;4;3;;2022/07/06;2022/07/10;320;true;Room Size: 500 sq ft;1;
Book0000025901;PetraMoura;HTL305;Vesterbro Comfort Suites;4;4.4;305 Vesterbrogade, Copenhagen;2022/07/06;2022/07/08;290;true;Number of Beds: 2 Queen Beds;3;Excellent housekeeping service.
Book0000025915;DBrito;HTL201;Puerta del Sol Hotel;4;-4;201 Calle de Alcalá, Madrid;2022/10/09;2022/10/11;180;true;Room Type: Executive Suite;1;The room was spacious and clean.
;AndrAntunes-Matias1077;HTL1104;Prague Castle View Hotel;4;1;1104 Hradčanské náměstí, Prague;2023/06/06;2023/06/07;210;true;Amenities: Air Conditioning;3;
Book0000026156;PedBarros209;HTL1303;Port de Nice Suites;4;-25;1303 Quai des Docks, Nice;2023/04/09;2023/04/10;220;true;View: Garden View;4;
Book0000026440;AndrSimões763;HTL1401;Brandenburg Gate Hotel;4;3;1401 Pariser Platz, Berlin;2022/04/04;2022/04/06;220;-25;Amenities: Mini Fridge;1;
Book0000026552;MaGomes467;HTL404;Museum Quarter Hotel;4;3.2;404 Hobbemastraat, Amsterdam;2023/06/13;2023/06/17;180;true;View: Garden View;4;
Book0000026561;PeFaria;HTL401;Canal View Hotel;-1.1;2;401 Prinsengracht, Amsterdam;2023/06/13;2023/06/17;150;true;Room Type: Deluxe;3;The pool area was relaxing and clean.
Book0000026701;DuSantos1917;HTL1502;Alpine View Lodge;5.5;3;202 Bergweg, Munich;2021/01/09;2021/01/13;280;true;Room Type: Suite;3;
Book0000026774;MatiLeal;HTL303;Trevi Fountain Hotel;3;3;;2023/01/09;2023/01/12;160;false;Occupancy: 2 Guests;4;
Book0000026793;MauCampos355;HTL405;Jordaan Riverside Hotel;3;2;405 Brouwersgracht, Amsterdam;2023/01/16;2023/01/12;170;true;Room Size: 500 sq ft;4;
Book0000026808;RúMiranda;HTL404;Museum Quarter Hotel;5.5;2;404 Hobbemastraat, Amsterdam;2023/01/12;2023/01/13;180;true;Room Type: Executive Suite;1;
Book0000026871;EmíPereira;HTL1001;Acropolis View Hotel;4;2;1001 Dionysiou Areopagitou, Athens;2021/04/08;2021/04/10;220;-4;Number of Beds: 2 Double Beds;2;
;RenatBranco1658;HTL1002;Plaka Historic Inn;3;2;1002 Adrianou, Athens;2021/04/08;2021/04/09;160;false;Room Size: 700 sq ft;4;
Book0000026958;InHenriques;HTL802;Fashion District Suites;-23;2;802 Via Montenapoleone, Milan;2023/01/22;2023/01/25;350;true;View: City View;4;An enjoyable stay overall.
Book0000026985;AndreiBarbosa-Alves637;HTL805;Brera Art District Hotel;4;2;;2023/01/22;2023/01/25;240;true;Amenities: Air Conditioning;4;The in-room amenities were a nice touch.
Book0000027125;Catarina-AlicGuerreiro;HTL602;Belvedere Palace Suites;-10;4;602 Prinz Eugen-Straße, Vienna;2022/09/12;2022/09/14;280;true;Amenities: Free Wi-Fi;3;A fantastic place for a romantic getaway.
Book0000027281;KévBatista-Pires1251;HTL1501;Bavarian Grand Hotel;5;3;;2023/07/17;2023/07/20;350;true;Number of Beds: 1;3;An enjoyable stay overall.
Book0000027334;LoreCardoso1524;;Omonia Square Suites;2;2;1003 Omonoia Square, Athens;2023/03/12;2023/03/16;120;false;Room Type: Family Suite;1;Our room had a fantastic view of the river.
;MarTavares1489;HTL705;Aker Brygge Waterfront Hotel;4;4;705 Stranden, Oslo;2021/04/20;2021/04/21;260;true;View: Mountain View;4;
Book0000027579;BNascimento2007;HTL303;Nørrebro Boutique Hotel;3;3.2;303 Nørrebrogade, Copenhagen;2021/02/21;2021/02/24;160;false;Room Type: Family Suite;3;
Book0000027709;LorenPacheco;HTL605;Schönbrunn Palace Hotel;-5;4;605 Schönbrunner Schloßstraße, Vienna;2022/05/11;2022/05/14;210;true;Room Type: Standard;2;Highly recommended!
Book0000027742;XMaia251;HTL705;Aker Brygge Waterfront Hotel;4;4;705 Stranden, Oslo;2021/05/12;2021/05/09;260;true;Room Size: 400 sq ft;1;
Book0000027752;MartTavares334;HTL704;Opera House Suites;-5;4;704 Kirsten Flagstads plass, Oslo;2021/05/09;2021/05/12;240;true;Number of Beds: 2 Double Beds;4;
Book0000027765;EdCardoso;HTL305;Spanish Steps Plaza Hotel;4;3;305 Piazza di Spagna, Rome;2022/08/04;2022/08/01;210;true;Number of Beds: 1;4;Conveniently located near public transportation.
Book0000027822;CláuReis595;HTL1502;Alpine View Lodge;-23;3;202 Bergweg, Munich;2023/02/20;2023/02/21;280;true;Room Size: 300 sq ft;2;
Book0000027872;RodFonseca;HTL905;Rossio Square Inn;4;2;;2023/05/14;2023/05/18;200;true;View: Garden View;1;Delicious room service meals.
Book0000027905;IsmaCorreia578;HTL502;Gothic Quarter Inn;3;5.5;502 Carrer de la Ciutat, Barcelona;2022/09/08;2022/09/10;150;false;Room Type: Family Suite;1;
;SoraAssunção861;HTL502;Gothic Quarter Inn;3;2;502 Carrer de la Ciutat, Barcelona;2022/01/21;2022/01/24;150;false;Amenities: TV;3;
;CésBranco;HTL505;Eixample View Hotel;5;2;505 Carrer d'Enric Granados, Barcelona;2022/01/21;2022/01/24;300;true;Occupancy: 1 Guest;1;
Book0000028146;BMiranda;HTL301;Nyhavn Waterfront Hotel;4;3;301 Nyhavn, Copenhagen;2021/02/16;2021/02/19;;true;Room Type: Deluxe;2;Our room had a fantastic view of the river.
Book0000028195;JoRamos818;HTL704;Opera House Suites;4;4;;2022/12/22;2022/12/26;240;true;Amenities: TV;2;
Book0000028250;MartRibeiro;;Eixample View Hotel;5;2;505 Carrer d'Enric Granados, Barcelona;2022/10/07;2022/10/08;300;true;Number of Beds: 2 Double Beds;3;
Book0000028262;KMelo-Morais742;HTL504;Park Güell Suites;3.2;2;504 Carrer d'Olot, Barcelona;2022/10/07;2022/10/09;200;true;Amenities: TV;3;The hotel restaurant had a diverse menu.
;SimRamos;HTL302;Vatican City Suites;5;3;302 Via della Conciliazione, Rome;2022/02/06;2022/02/07;320;true;Bathroom: Shower;1;Highly recommended!
Book0000028287;ASá;HTL301;Colosseum View Hotel;4;3;301 Via di San Gregorio, Rome;2022/02/06;2022/02/07;200;4.4;Bathroom: Bathtub;4;
Book0000028500;SantiagFerreira;HTL702;Viking Heritage Inn;3;4;702 Karl Johans gate, Oslo;04/08/2015;2021/04/15;150;false;Amenities: TV;3;
;PFigueiredo;HTL1404;Spree Riverfront Hotel;4;3;1404 Schiffbauerdamm, Berlin;2021/09/15;2021/09/19;200;true;Amenities: Free Wi-Fi;2;The breakfast buffet was delicious.
;MarAzevedo;HTL1502;Alpine View Lodge;4;3;202 Bergweg, Munich;2021/03/21;2021/03/25;280;true;Number of Beds: 2 Double Beds;1;
Book0000028784;LeanHenriques859;HTL305;Spanish Steps Plaza Hotel;4;3;305 Piazza di Spagna, Rome;2021/10/20;2021/10/17;210;true;Room Type: Deluxe;1;
Book0000028848;LuísCorreia-Guerreiro527;HTL205;;4;2;205 Plaza Mayor, Madrid;2023/07/01;2023/07/03;190;true;Amenities: Air Conditioning;3;The spa treatments were rejuvenating.
Book0000028914;GiSantos;HTL603;Stephansplatz Inn;-4;4;603 Stephansplatz, Vienna;2022/07/01;2022/07/03;150;false;Room Size: 400 sq ft;2;Great place to stay for business travelers.
Book0000028974;GusSantos907;HTL902;Bairro Alto Suites;4;-1.1;902 Rua da Rosa, Lisbon;2022/08/22;2022/08/25;190;true;Amenities: Mini Fridge;4;
Book0000029135;BruTavares;HTL1205;Sörnäinen Waterfront Inn;3;3;1205 Sörnäisten rantatie, Helsinki;2023/02/08;2023/02/06;160;true;View: Garden View;2;The hotel has a modern and stylish design.
Book0000029137;IVieira;HTL1202;Esplanadi Park Inn;3;3;;2023/02/06;2023/02/09;180;false;Number of Beds: 1 King Bed;4;Staff was friendly and accommodating.
Book0000029140;SimLeal;HTL903;Belém Riverside Hotel;4;2;903 Avenida de Brasília, Lisbon;2023/03/21;2023/03/20;220;true;Number of Beds: 2 Double Beds;3;Staff was friendly and accommodating.
Book0000029241;GiCoelho1404;HTL1005;Monastiraki Market Hotel;3;2;1005 Athinas, Athens;2023/06/17;2023/06/19;;true;Room Size: 300 sq ft;2;Spa facilities were top-notch.
Book0000029269;AMachado;HTL901;;3;2;901 Rua dos Bacalhoeiros, Lisbon;2021/08/21;2021/08/23;120;true;View: Garden View;2;The fitness center had modern equipment.
Book0000029343;SPereira296;HTL502;Gothic Quarter Inn;3;2;502 Carrer de la Ciutat, Barcelona;2021/06/22;2021/06/20;150;false;Number of Beds: 1;3;The staff went above and beyond to make us feel welcome.
Book0000029372;SofiAndrade-Ribeiro;HTL501;Sagrada Familia Hotel;4;2;501 Carrer de Mallorca, Barcelona;2021/06/21;2021/06/20;180;true;Number of Beds: 1;3;
Book0000029375;LourençBatista361;HTL1604;Warsaw Riverside Inn;4;-25;304 Nad Wisłą, Warsaw;2023/08/09;2023/08/12;320;true;Room Type: Executive Suite;4;
Book0000029446;VítBrito114;;Syntagma Plaza Hotel;4;2;1004 Syntagma Square, Athens;2021/10/19;2021/10/20;200;true;Bathroom: Bathtub;2;
Book0000029463;EnzMartins;HTL1002;Plaka Historic Inn;3;2;1002 Adrianou, Athens;2021|10|19;2021/10/21;160;false;Bathroom: Private;4;Family-friendly accommodations.
Book0000029504;CatarinMachado;HTL405;Jordaan Riverside Hotel;3;2;405 Brouwersgracht, Amsterdam;2023/08/21;2023/08/20;170;true;Amenities: Mini Fridge;4;Great hotel, excellent service!
Book0000029586;XaCastro360;HTL205;Plaza Mayor Hotel;4;2;205 Plaza Mayor, Madrid;2022/03/08;2022/03/05;190;true;Room Size: 700 sq ft;3;
Book0000029982;TomMatias1736;HTL202;Royal Palace Suites;5;2;202 Plaza de Oriente, Madrid;07:47:34 PM/17/07/2006;2021/11/05;280;true;Bathroom: Shower;1;
Book0000030026;MatSoares339;HTL1401;Brandenburg Gate Hotel;4;-10;1401 Pariser Platz, Berlin;2021/07/13;2021/07/16;220;true;View: City View;1;
;LarLeal1396;HTL205;Plaza Mayor Hotel;4;2;205 Plaza Mayor, Madrid;2023/01/07;2023/01/11;190;true;Amenities: Coffee Maker;3;
Book0000030096;Ângela-JúliRamos210;HTL205;Plaza Mayor Hotel;4;2;205 Plaza Mayor, Madrid;;2023/01/10;190;true;Room Type: Executive Suite;1;
Book0000030184;EduarPacheco;HTL1002;Plaka Historic Inn;3;-1.1;1002 Adrianou, Athens;2023/07/21;2023/07/24;160;false;Amenities: Air Conditioning;3;The rooftop bar has amazing cocktails.
Book0000030187;RuMelo;HTL1002;;3;2;1002 Adrianou, Athens;2023/07/21;2023/07/22;160;false;Number of Beds: 1;3;Highly recommended!
Book0000030275;CristMelo;HTL504;;4;2;504 Carrer d'Olot, Barcelona;2023/06/01;2023/06/04;200;true;Amenities: Mini Fridge;4;
Book0000030315;DiaReis;HTL1404;Spree Riverfront Hotel;4;3;1404 Schiffbauerdamm, Berlin;2023/06/19;2023/06/22;;true;Bathroom: Bathtub;4;Comfy beds and pillows.
Book0000030361;AndrRocha214;HTL1102;;5;1;1102 Karlův most, Prague;2021/12/08;2021/12/11;350;true;Occupancy: 2 Guests;2;
Book0000030365;SalvaMarques;HTL1105;Josefov District Hotel;4;1;1105 Josefov, Prague;05:49:35 PM/22/08/2007;2021/12/12;240;true;Occupancy: 1 Guest;4;
Book0000030487;JuliJesus-Carvalho1274;HTL402;Dam Square Suites;3.2;2;402 Damstraat, Amsterdam;2021/02/13;2021/02/14;220;true;Occupancy: 2 Guests;2;The hotel has a modern and stylish design.
Book0000030576;NicoRodrigues;;Cimiez Hill View Hotel;3;3;1304 Avenue des Arènes de Cimiez, Nice;2022/07/05;2022/07/06;190;true;Amenities: TV;4;We had a lovely time at this hotel.
Book0000030644;DaviGaspar1351;;Barceloneta Beachfront Hotel;4;2;503 Passeig de Joan de Borbó, Barcelona;2021/12/14;2021/12/16;220;true;View: Garden View;3;
Book0000030683;DMagalhães69;HTL903;Belém Riverside Hotel;4;2;903 Avenida de Brasília, Lisbon;2022/03/20;2022/03/21;;TRUE;Room Type: Standard;4;Great place to unwind after a busy day.
Book0000030760;BSoares;HTL1402;Alexanderplatz Suites;3;3;1402 Alexanderplatz, Berlin;2022/11/08;2022/11/12;160;-4;Occupancy: 4 Guests;2;The staff was attentive to our needs.
;VitNunes1727;HTL1104;Prague Castle View Hotel;4;1;1104 Hradčanské náměstí, Prague;2021/10/19;2021/10/20;210;true;Amenities: Mini Fridge;1;Clean and well-maintained rooms.
Book0000030919;InSilva108;HTL1502;Alpine View Lodge;4;-10;202 Bergweg, Munich;2022/06/05;2022/06/09;280;true;Number of Beds: 1;3;
Book0000030968;AfonsAbreu;HTL1302;Old Town District Inn;3;3;1302 Rue de la Préfecture, Nice;2022/09/07;2022/09/08;;false;Occupancy: 2 Guests;4;The hotel restaurant had a diverse menu.
Book0000031054;LucianNascimento;HTL205;Plaza Mayor Hotel;4;2;205 Plaza Mayor, Madrid;2023/02/13;2023/02/16;;true;Amenities: Coffee Maker;4;The in-room amenities were a nice touch.
Book0000031071;CaLeal188;HTL203;;4;2;203 Gran Vía, Madrid;2023/02/13;2023/02/17;210;true;Room Type: Family Suite;2;The staff was attentive to our needs.
Book0000031101;AAbreu-Torres;HTL202;Royal Palace Suites;-25;2;202 Plaza de Oriente, Madrid;2023/02/13;2023/02/17;280;true;Bathroom: Shower;2;
Book0000031128;SoHenriques640;HTL301;;4;3;301 Nyhavn, Copenhagen;2022/03/01;2022/03/02;280;true;Room Type: Standard;4;
Book0000031195;MárcAnjos649;HTL703;Holmenkollen Lodge;4.4;4;703 Kongeveien, Oslo;2021/06/13;2021/06/14;350;true;Occupancy: 4 Guests;1;
