id;user_id;hotel_id;hotel_name;hotel_stars;city_tax;address;begin_date;end_date;price_per_night;includes_breakfast;room_details;rating;comment
;VítoNascimento1015;HTL302;Copenhagen Grand Palace;5;3;302 Kongens Nytorv, Copenhagen;2023/02/07;2023/02/08;380;true;View: City View;3;
;SaValente;HTL1105;Josefov District Hotel;4;1;1105 Josefov, Prague;2023/06/06;2023/06/10;240;true;Room Size: 400 sq ft;2;Well-appointed rooms with nice decor.
Book0000031355;ManueCosta;HTL1101;Old Town Square Hotel;4;1;1101 Staroměstské náměstí, Prague;2023/06/07;2023/06/06;230;true;View: Mountain View;4;The concierge provided helpful recommendations.
;NRodrigues80;HTL910;Budapest View Hotel;3;2;910 Riverside Avenue, Budapest;2021/07/13;2021/07/17;120;true;Bathroom: Shower;1;
Book0000031446;Filipa-EmíliPires;HTL912;Riverside Suites;4;2;12 Riverside Road, Budapest;2021/03/18;2021/03/19;;true;Bathroom: Private;4;The breakfast buffet was delicious.
Book0000031545;AriaPinheiro-Santos;HTL904;Chiado Plaza Hotel;3;2;;2021/12/11;2021/12/14;150;false;Amenities: Free Wi-Fi;3;
Book0000031723;JoeAnjos;HTL603;Stephansplatz Inn;3;4;603 Stephansplatz, Vienna;2022/01/14;2022/01/18;150;-23;Number of Beds: 2 Queen Beds;1;Great hotel, excellent service!
Book0000031827;MaBorges-Mota;HTL704;Opera House Suites;4;4;704 Kirsten Flagstads plass, Oslo;09:43:29 AM/13/07/2019;2022/10/14;240;true;Room Size: 700 sq ft;4;Spa facilities were top-notch.
Book0000032097;MaBranco-Leal664;;Gran Vía View Hotel;4;2;203 Gran Vía, Madrid;2021/07/10;2021/07/12;210;true;Amenities: Air Conditioning;2;
Book0000032162;BeSoares;HTL1405;Kurfürstendamm Plaza Hotel;4;3;1405 Kurfürstendamm, Berlin;2022/09/08;2022/09/09;230;-1;Number of Beds: 2 Double Beds;2;An enjoyable stay overall.
Book0000032192;NúrFernandes;;Vatican City Suites;5;3;302 Via della Conciliazione, Rome;2023/08/03;2023/08/04;320;TRUE;View: City View;4;Great hotel, excellent service!
Book0000032196;WilsRibeiro1334;HTL301;Colosseum View Hotel;4;3;301 Via di San Gregorio, Rome;2023|08|03;2023/08/06;200;true;View: City View;4;Beautiful views from our room.
Book0000032224;CrisFigueiredo-Gaspar1861;;Plaza Mayor Hotel;4;2;205 Plaza Mayor, Madrid;2022/04/22;2022/04/26;190;true;Number of Beds: 2 Double Beds;1;
Book0000032266;AniFaria;HTL201;Puerta del Sol Hotel;4;2;;2022/04/22;2022/04/25;180;true;View: Mountain View;3;
;MeliBranco;HTL904;Chiado Plaza Hotel;3;2;904 Rua Garrett, Lisbon;2023/05/03;2023/05/07;150;false;Room Type: Family Suite;2;Good room service options.
Book0000032487;IsCruz;HTL905;Rossio Square Inn;4;2;;2023/05/03;2023/05/05;200;true;Room Type: Executive Suite;2;Great place to unwind after a busy day.
Book0000032554;RafFreitas1082;HTL1605;;4;4;305 Parkowa Aleja, Warsaw;2022/10/06;2022/10/09;310;true;Occupancy: 4 Guests;1;
Book0000032590;Júlia-SarMelo;HTL102;;5;2;102 Rue du Louvre, Paris;2021/11/01;2021/11/03;300;true;Room Type: Family Suite;1;Great place to unwind after a busy day.
Book0000032633;NoValente616;HTL903;Belém Riverside Hotel;4;2;903 Avenida de Brasília, Lisbon;25/09/2021;2021/03/07;220;true;View: Garden View;3;Conveniently located near public transportation.
Book0000032652;IsaBorges1492;HTL902;Bairro Alto Suites;-25;2;902 Rua da Rosa, Lisbon;2021/03/04;2021/03/07;190;TRUE;Bathroom: Ensuite;3;
Book0000032808;JoMota;;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2022/04/08;2022/04/09;150;false;Room Size: 700 sq ft;1;The in-room amenities were a nice touch.
Book0000032878;LauCosta-Leal;HTL1105;Josefov District Hotel;4;-4;1105 Josefov, Prague;2023/06/11;2023/06/13;240;true;Room Size: 400 sq ft;4;
Book0000032888;HuNunes1881;HTL1105;Josefov District Hotel;4;-25;1105 Josefov, Prague;2023/06/11;2023/06/15;240;true;View: Garden View;3;
Book0000032931;ErikPaiva-Ferreira238;;Colosseum View Hotel;4;3;301 Via di San Gregorio, Rome;2021/06/17;2021/06/18;200;true;Room Type: Suite;3;The pool area was relaxing and clean.
Book0000032994;ErikPaiva-Ferreira238;HTL204;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2022/11/13;2022/11/15;150;-1.1;Occupancy: 4 Guests;3;
Book0000033004;AfonsAssunção;;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2022/11/13;2022/11/16;150;false;View: City View;4;
Book0000033045;RuCoelho;;Trevi Fountain Hotel;3;3;303 Piazza di Trevi, Rome;2023/04/11;2023/04/12;160;false;View: Garden View;2;The fitness center had modern equipment.
Book0000033111;FPinho-Teixeira;HTL404;Museum Quarter Hotel;4;2;404 Hobbemastraat, Amsterdam;2021/11/16;2021/11/13;180;true;Number of Beds: 1 King Bed;1;The pool area was relaxing and clean.
Book0000033162;BriaAntunes1953;HTL605;Schönbrunn Palace Hotel;-1;4;605 Schönbrunner Schloßstraße, Vienna;2023/01/17;2023/01/18;210;true;Room Size: 500 sq ft;3;
Book0000033228;VicentEsteves607;;Wenceslas Square Inn;3;1;1103 Václavské náměstí, Prague;2023/01/06;2023/01/10;160;false;Room Size: 700 sq ft;2;Conveniently located near public transportation.
Book0000033233;SoCunha682;HTL1102;Charles Bridge Suites;5;1;1102 Karlův most, Prague;2023/01/06;2023/01/09;350;-1.1;Amenities: Air Conditioning;4;
Book0000033239;AfonsRamos;HTL1101;Old Town Square Hotel;4;3.2;1101 Staroměstské náměstí, Prague;2023/01/06;2023/01/07;230;true;Number of Beds: 1 King Bed;2;
Book0000033245;VerMelo;HTL1103;Wenceslas Square Inn;3;1;1103 Václavské náměstí, Prague;2023/01/07;2023/01/06;160;false;Room Size: 500 sq ft;1;Easy access to tourist attractions.
Book0000033286;RúbVaz990;HTL903;;4;2;903 Avenida de Brasília, Lisbon;2023/07/06;2023/07/07;220;true;Bathroom: Ensuite;3;Close to shopping and dining options.
Book0000033406;PatrícMarques35;HTL1504;Munich Lakeside Resort;-5;3;204 Am Seeufer, Munich;2022/09/04;2022/09/08;320;true;Number of Beds: 2;1;The staff went above and beyond to make us feel welcome.
Book0000033586;VictóAbreu;HTL704;;4;4;704 Kirsten Flagstads plass, Oslo;2021/10/16;2021/10/19;240;true;Number of Beds: 1;3;Comfy beds and pillows.
;ATavares;HTL1204;Töölö Riverside Hotel;4;3;1204 Helsinginkatu, Helsinki;2023/07/14;2023/07/15;200;true;Number of Beds: 1;1;The bar had a wide selection of drinks.
Book0000033787;XaReis886;;Sforza Castle View Hotel;4;2;804 Piazza Castello, Milan;2021/11/07;2021/11/08;210;true;View: Mountain View;4;
Book0000033859;MadalCampos;HTL1403;Prenzlauer Berg Inn;2;3;1403 Kastanienallee, Berlin;;2021/09/02;120;false;Bathroom: Ensuite;4;
Book0000033976;HenriNogueira;HTL1403;Prenzlauer Berg Inn;2;3;1403 Kastanienallee, Berlin;2022/09/03;2022/09/07;120;-5;Bathroom: Ensuite;3;
Book0000033986;DaMarques109;HTL1404;Spree Riverfront Hotel;4;3;;2022/09/03;2022/09/06;200;true;Occupancy: 3 Guests;3;
Book0000034030;IrinAntunes;HTL305;Vesterbro Comfort Suites;4;-4;305 Vesterbrogade, Copenhagen;2021/06/04;2021/06/05;290;true;Room Size: 400 sq ft;2;Clean and well-maintained rooms.
Book0000034031;DCorreia1376;HTL302;Copenhagen Grand Palace;5;-4;302 Kongens Nytorv, Copenhagen;2021/06/04;2021/06/06;380;true;Amenities: Mini Fridge;1;Impressive lobby and amenities.
Book0000034040;FernanLourenço;HTL305;;4;3;305 Vesterbrogade, Copenhagen;2021/06/04;2021/06/07;290;true;Occupancy: 4 Guests;4;
Book0000034063;CaeFigueiredo1936;HTL203;Gran Vía View Hotel;4;2;203 Gran Vía, Madrid;2022/08/19;2022/08/21;;true;View: Mountain View;2;
Book0000034178;VítGonçalves86;HTL1601;;5;4;301 Aleje Ujazdowskie, Warsaw;2022/10/09;2022/10/11;380;true;Room Type: Family Suite;3;Perfect location for exploring the city.
Book0000034237;MaFreitas;HTL1201;Helsinki Harbor Hotel;4;3;1201 Katajanokanlaituri, Helsinki;2021/11/18;2021/11/21;240;-10;Number of Beds: 2 Double Beds;2;
Book0000034299;ÍrMendes475;HTL911;;5;2;1 Castle Hill, Budapest;2021/07/22;2021/07/23;220;true;Number of Beds: 1;1;Close to shopping and dining options.
Book0000034328;SaHenriques;HTL901;Alfama District Hotel;-1.1;2;901 Rua dos Bacalhoeiros, Lisbon;2021/12/12;2021/12/13;120;true;Bathroom: Ensuite;3;The bar had a wide selection of drinks.
Book0000034556;JCastro148;HTL601;Vienna Opera Hotel;4;-10;601 Opernring, Vienna;2023/03/21;2023/03/24;190;1;Occupancy: 1 Guest;3;
Book0000034576;IsabeGaspar-Pinho;HTL601;Vienna Opera Hotel;4;4;;2023/03/21;2023/03/24;190;true;Occupancy: 3 Guests;1;
Book0000034623;Carminho-FlReis153;HTL1501;Bavarian Grand Hotel;5;3;201 Hauptstraße, Munich;2022/04/24;2022/04/21;350;true;Amenities: Air Conditioning;2;
Book0000034636;EdgReis1174;HTL1501;Bavarian Grand Hotel;5;3;;2022/04/21;2022/04/24;350;true;Room Type: Suite;3;
;LuSilva-Neves;HTL202;Royal Palace Suites;5;2;202 Plaza de Oriente, Madrid;2022/03/21;2022/03/24;280;true;Room Size: 500 sq ft;3;
Book0000034778;RSá-Magalhães1412;HTL103;Montmartre Suites;3;2;103 Rue de Montmartre, Paris;;2023/05/21;150;false;View: Mountain View;2;
Book0000034781;BMoreira;HTL105;Champs-Élysées Plaza Hotel;5;2;;2023/05/18;2023/05/20;350;true;View: City View;2;
Book0000034856;RAmorim;HTL605;Schönbrunn Palace Hotel;4;4;605 Schönbrunner Schloßstraße, Vienna;2022/10/16;2022/10/20;;true;Amenities: Coffee Maker;2;The hotel had a welcoming atmosphere.
;MáTeixeira;HTL1003;Omonia Square Suites;2;2;1003 Omonoia Square, Athens;2021/04/15;2021/04/18;120;false;Bathroom: Shower;3;Perfect location for exploring the city.
Book0000034952;FredeCosta1959;HTL1202;Esplanadi Park Inn;-1;3;1202 Pohjoisesplanadi, Helsinki;2022/10/14;2022/10/18;180;F;Occupancy: 3 Guests;1;
Book0000034991;RNeto-Macedo;HTL1404;;4;3;1404 Schiffbauerdamm, Berlin;2022/01/12;2022/01/16;200;true;View: Garden View;2;Spa facilities were top-notch.
Book0000035002;Caetana-MiMartins;HTL1402;Alexanderplatz Suites;3;-1.1;1402 Alexanderplatz, Berlin;2022/01/12;2022/01/16;160;false;Amenities: Coffee Maker;3;
Book0000035083;EmGomes;HTL603;Stephansplatz Inn;3;4;603 Stephansplatz, Vienna;2022/02/08;2022/02/11;150;3.2;Occupancy: 3 Guests;2;
;MigMacedo1056;HTL605;Schönbrunn Palace Hotel;4;4;605 Schönbrunner Schloßstraße, Vienna;2023/04/02;2023/04/05;210;true;Occupancy: 4 Guests;4;Spa facilities were top-notch.
Book0000035303;Isabel-RaVaz;;Vesterbro Comfort Suites;4;3;305 Vesterbrogade, Copenhagen;2021/12/10;2021/12/14;290;true;Occupancy: 2 Guests;4;
Book0000035330;SandrCampos248;HTL302;Copenhagen Grand Palace;5;-1.1;302 Kongens Nytorv, Copenhagen;2021/12/10;2021/12/13;380;true;Room Type: Suite;3;
Book0000035369;RicardPacheco;;Syntagma Plaza Hotel;4;2;1004 Syntagma Square, Athens;2022/01/17;2022/01/19;200;true;Room Type: Executive Suite;2;Excellent housekeeping service.
Book0000035409;DaniSilva;HTL902;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2021/04/05;2021/04/09;190;-5;View: City View;4;
;JorgCarvalho1725;HTL902;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2021/04/05;2021/04/06;190;true;Occupancy: 4 Guests;3;
Book0000035577;VictórPaiva757;HTL301;;4;3;301 Nyhavn, Copenhagen;2022/05/16;2022/05/19;280;true;Number of Beds: 1 King Bed;1;Staff was friendly and accommodating.
Book0000035597;ConstVieira1703;;Alexanderplatz Suites;3;3;1402 Alexanderplatz, Berlin;2021/03/08;2021/03/10;160;false;Amenities: Mini Fridge;1;Conveniently located near public transportation.
Book0000035646;MLeal1100;HTL902;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2021/04/11;2021/04/14;190;-23;Amenities: Mini Fridge;4;
Book0000035743;ToGarcia;HTL103;Montmartre Suites;3;-10;103 Rue de Montmartre, Paris;2021/03/01;2021/03/04;150;false;Room Type: Family Suite;3;
Book0000035826;BeJesus;HTL1103;Wenceslas Square Inn;3;1;1103 Václavské náměstí, Prague;2021/04/20;2021/04/22;160;3.2;Amenities: TV;3;The rooftop bar has amazing cocktails.
Book0000035948;AlexanCarvalho112;HTL1404;Spree Riverfront Hotel;4;3;;2023/01/05;2023/01/06;200;true;Number of Beds: 2;2;
Book0000036078;BruAntunes;HTL1405;Kurfürstendamm Plaza Hotel;-5;3;1405 Kurfürstendamm, Berlin;2021/09/15;2021/09/19;230;true;Bathroom: Bathtub;1;
Book0000036118;ITorres1944;HTL1401;Brandenburg Gate Hotel;4;-25;1401 Pariser Platz, Berlin;2021/09/15;2021/09/16;220;true;Room Size: 300 sq ft;4;Perfect location for exploring the city.
Book0000036130;IaCarneiro642;HTL805;;4;2;805 Via Brera, Milan;2023/03/08;2023/03/09;240;true;Bathroom: Private;1;
Book0000036131;ViceCruz-Andrade1988;HTL804;Sforza Castle View Hotel;4;2;804 Piazza Castello, Milan;2023/03/08;2023/03/10;;true;Number of Beds: 2 Queen Beds;1;Close to shopping and dining options.
Book0000036158;NoAndrade;HTL1503;Munich Central Inn;3;3;203 Innenstadtstraße, Munich;2021/05/07;2021/05/06;150;false;Amenities: Free Wi-Fi;2;We received a warm welcome upon arrival.
Book0000036270;WilsoCoelho;HTL904;Chiado Plaza Hotel;3;2;904 Rua Garrett, Lisbon;02/06/2010;2021/03/23;150;false;Room Size: 700 sq ft;3;Conveniently located near public transportation.
Book0000036339;SérBrito-Ramos;HTL303;Trevi Fountain Hotel;3;-10;303 Piazza di Trevi, Rome;2021/05/22;2021/05/25;160;false;Room Type: Executive Suite;4;
Book0000036476;MarcoMatias882;HTL1405;;4;3;1405 Kurfürstendamm, Berlin;2022/06/20;2022/06/23;230;true;Amenities: Air Conditioning;1;
Book0000036553;RicardPacheco;HTL1001;Acropolis View Hotel;4;2;;2021/07/20;2021/07/24;220;true;Number of Beds: 2 Queen Beds;1;The pool area was relaxing and clean.
;EmmOliveira;HTL1101;Old Town Square Hotel;4;1;1101 Staroměstské náměstí, Prague;2022/11/09;2022/11/12;230;true;Bathroom: Shower;1;Delicious room service meals.
Book0000036739;DinMatias845;HTL305;;4;3;305 Vesterbrogade, Copenhagen;2022/02/08;2022/02/09;290;true;Amenities: Air Conditioning;2;
Book0000036742;JoaAlves298;HTL304;Copenhagen Harbor View Inn;4;3;;2022/02/08;2022/02/10;320;true;View: Mountain View;2;The hotel's location was convenient for sightseeing.
Book0000036754;GonSoares-Matias1259;HTL305;;4;3;305 Vesterbrogade, Copenhagen;2022/02/08;2022/02/09;290;true;Occupancy: 2 Guests;1;
Book0000036889;CláuMartins399;HTL903;Belém Riverside Hotel;4;2;;2022/12/15;2022/12/18;220;true;Occupancy: 1 Guest;3;The concierge provided helpful recommendations.
Book0000036991;LúRodrigues;HTL1403;Prenzlauer Berg Inn;2;3;1403 Kastanienallee, Berlin;2021/11/05;2021/11/03;120;false;Room Size: 400 sq ft;3;
Book0000036997;SeBarbosa1183;HTL1401;Brandenburg Gate Hotel;4;3;1401 Pariser Platz, Berlin;2021/11/03;2021/11/07;220;-1;Room Size: 400 sq ft;2;
Book0000037008;VeFernandes;HTL1405;Kurfürstendamm Plaza Hotel;4;3;1405 Kurfürstendamm, Berlin;2021|11|03;2021/11/05;230;true;Number of Beds: 2 Queen Beds;2;
Book0000037023;KévVicente;HTL804;Sforza Castle View Hotel;4;2;804 Piazza Castello, Milan;2021/04/18;2021/04/15;210;true;Room Type: Executive Suite;3;
Book0000037045;SNeto-Silva;HTL804;Sforza Castle View Hotel;4;2;804 Piazza Castello, Milan;2021/04/15;2021/04/18;210;-1;Room Type: Executive Suite;2;The breakfast buffet was delicious.
Book0000037279;DéborSousa1263;HTL1103;Wenceslas Square Inn;3;1;1103 Václavské náměstí, Prague;2021/04/24;2021/04/22;160;false;Number of Beds: 2 Double Beds;1;The hotel offered a complimentary shuttle service.
;JésBorges298;HTL301;Colosseum View Hotel;4;3;301 Via di San Gregorio, Rome;2021/01/08;2021/01/11;200;true;View: Garden View;2;
Book0000037728;DébLeite98;HTL1103;Wenceslas Square Inn;3;-1;1103 Václavské náměstí, Prague;2021/10/15;2021/10/19;160;false;Bathroom: Shower;1;
Book0000037760;MáAmorim822;HTL1404;Spree Riverfront Hotel;4;3;1404 Schiffbauerdamm, Berlin;2021/11/10;2021/11/13;200;-10;Number of Beds: 1 King Bed;4;
Book0000037780;SofLeite;HTL1104;Prague Castle View Hotel;4;1;1104 Hradčanské náměstí, Prague;2022/08/13;2022/08/11;210;true;Room Size: 300 sq ft;3;We received a warm welcome upon arrival.
Book0000037803;SamuTavares296;HTL1104;Prague Castle View Hotel;-4;1;1104 Hradčanské náměstí, Prague;2022/08/11;2022/08/15;210;true;Occupancy: 4 Guests;3;
Book0000037870;SoraiMiranda1851;HTL905;Rossio Square Inn;4;4.4;905 Praça do Rossio, Lisbon;2022/03/21;2022/03/24;200;true;View: Garden View;4;We enjoyed our stay here.
Book0000037955;GaRibeiro828;HTL1403;Prenzlauer Berg Inn;-25;3;1403 Kastanienallee, Berlin;2023/07/19;2023/07/22;120;false;Occupancy: 4 Guests;4;
Book0000037980;MicaFaria5;HTL1402;Alexanderplatz Suites;3;3;1402 Alexanderplatz, Berlin;2023/07/19;2023/07/20;160;-25;Room Size: 700 sq ft;3;The hotel offered a complimentary shuttle service.
Book0000038078;ÂngeCastro;HTL602;Belvedere Palace Suites;5;4;;2021/04/20;2021/04/23;280;true;Number of Beds: 2 Double Beds;1;
;ViceCruz-Andrade1988;HTL1401;Brandenburg Gate Hotel;4;3;1401 Pariser Platz, Berlin;2022/11/16;2022/11/20;220;true;Occupancy: 4 Guests;2;
Book0000038145;JorgCorreia;HTL1402;Alexanderplatz Suites;3;3;1402 Alexanderplatz, Berlin;2022/11/19;2022/11/16;160;false;Amenities: TV;2;
Book0000038315;MélanRodrigues;HTL1403;Prenzlauer Berg Inn;2;3;1403 Kastanienallee, Berlin;2023/05/20;2023/05/16;120;false;Amenities: Coffee Maker;4;
Book0000038392;ConstRibeiro;;Prenzlauer Berg Inn;2;3;1403 Kastanienallee, Berlin;2021/02/04;2021/02/07;120;false;Bathroom: Ensuite;1;
Book0000038459;PatríciRodrigues;HTL1003;Omonia Square Suites;2;2;1003 Omonoia Square, Athens;2021/08/17;2021/08/18;120;-4;Amenities: Air Conditioning;3;
Book0000038499;SiAzevedo520;HTL201;Puerta del Sol Hotel;4;-25;201 Calle de Alcalá, Madrid;2023/06/21;2023/06/22;180;true;Occupancy: 2 Guests;3;
Book0000038538;LOliveira-Garcia256;;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2023/06/21;2023/06/23;150;false;Room Type: Deluxe;2;We had a lovely time at this hotel.
Book0000038680;EmCampos-Vieira586;HTL201;Puerta del Sol Hotel;4;2;201 Calle de Alcalá, Madrid;2023|04|22;2023/04/23;180;true;Room Size: 700 sq ft;2;Good value for the price.
Book0000038683;LeMagalhães;;Plaza Mayor Hotel;4;2;205 Plaza Mayor, Madrid;2023/04/22;2023/04/24;190;true;Occupancy: 3 Guests;1;Highly recommended!
Book0000038869;EriReis;HTL803;;3;2;803 Ripa di Porta Ticinese, Milan;2021/08/09;2021/08/13;160;false;Occupancy: 2 Guests;4;Great place to stay for business travelers.
Book0000038886;LMaia458;HTL801;Milan Cathedral Hotel;4;4.4;801 Piazza del Duomo, Milan;2021/08/09;2021/08/10;230;true;Bathroom: Private;1;The hotel offered a complimentary shuttle service.
Book0000039004;AnitCampos1825;HTL1302;Old Town District Inn;3;-25;1302 Rue de la Préfecture, Nice;2023/05/06;2023/05/10;180;false;Amenities: Mini Fridge;2;The staff went above and beyond to make us feel welcome.
Book0000039028;DMachado1458;HTL1304;Cimiez Hill View Hotel;3;3;1304 Avenue des Arènes de Cimiez, Nice;2023/05/06;2023/05/09;;true;View: Mountain View;1;
Book0000039109;JéCardoso1272;HTL504;;4;2;504 Carrer d'Olot, Barcelona;2022/04/14;2022/04/18;200;true;Room Size: 300 sq ft;4;The in-room amenities were a nice touch.
Book0000039204;GuilherMonteiro;HTL204;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2022/09/08;2022/09/07;150;false;Room Type: Suite;2;The breakfast buffet was delicious.
Book0000039356;FredericFerreira-Nunes;HTL904;;3;2;904 Rua Garrett, Lisbon;2023/07/21;2023/07/25;150;false;View: Mountain View;4;
;FiliLeal;HTL902;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2023/07/21;2023/07/24;190;true;Bathroom: Private;3;The in-room amenities were a nice touch.
Book0000039530;NeLopes748;HTL102;Louvre Palace Hotel;5;2;102 Rue du Louvre, Paris;2023/06/13;2023/06/16;;true;Amenities: Mini Fridge;1;Great hotel, excellent service!
Book0000039660;GoBorges;;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2022/03/10;2022/03/14;190;true;Room Type: Standard;4;Comfy beds and pillows.
Book0000039878;AfonAndrade;HTL304;;4;3;304 Via dei Fori Imperiali, Rome;2023/03/21;2023/03/22;220;1;Number of Beds: 1;4;We enjoyed our stay here.
